listing_id,host_id,superhost,response_time,response_rate,number_of_reviews,review_scores_rating,host_about,host_verifications
7258864,2662538,t,within a day,100%,85,96,"I am a musician, working in film/tv and advertising, as well as artist development. I have my own recording studio in Mannhattan, which i spend as much time as I can. When im not working, I like to play tennis, cook, and watch movies. ","['email', 'phone', 'facebook', 'reviews']"
12592427,68309691,f,within an hour,100%,90,98,"I come from Beijing, now live in New York.","['email', 'phone', 'reviews']"
10356764,50365232,f,within a day,91%,1,100,I am a fun and energetic 20 something living in Brooklyn who often needs to get away from the hustle and bustle! ,"['email', 'phone', 'reviews', 'kba']"
11509333,559974,f,within an hour,100%,17,100,We are a couple of busy New Yorkers who enjoy exploring all that the city has to offer with gusto!,"['email', 'phone', 'facebook', 'reviews', 'kba']"
1892680,9563216,f,within a few hours,100%,24,97,"Collectively I've lived in NYC for nine  years and am originally from upstate NY.  I'm a down-to-earth, fun-loving, busy professional who enjoys traveling internationally every chance I get.  A few years ago I went backpacking through Asia Pacific for six months and the people, experiences and adventures have forever changed me ...I haven't been able to stop traveling since then.  I also lived in London for a year career stint and moved back to NYC in July 2012.  When I'm in New York, I'm focused on my career and enjoying all the city has to offer.  I love to go hear live music, check out a new restaurant/bar with friends, do something active (there are some great hiking spots not so far outside the city, great yoga studios and the east side promenaded near the apt is fun to go for a run or bike ride along),etc. I make every effort to be as respectful, accommodating, and friendly as possible. I love meeting new people and exploring new places and will always do my best to make sure your stay is enjoyable. ","['email', 'phone', 'reviews', 'kba']"
16601841,109526714,f,within an hour,100%,19,99,"Hi.i provide a clean simple private room, private entrance, full size futon bed, full closet, microwave, coffee pot. Safe peaceful community near La Guardia airport, friendly and quiet. WIFI. Shared bath. Lite use of Kitchen. Washer use for guests staying 7+nites.  I do my best to offer a quiet, clean, safe, attractive environment, in a central location, for a simple stay at the most economical price! My airbnb is probably best suited for guests who have plans while they are visiting. If youre looking for a clean, safe, quiet, comfortable place to sleep, shower, change, have a cup of coffee/tea with your Wifi before heading out for the days activities - without being smothered by your host - this is perfect.""I dont supply cooked meals. Personally I'm an outgoing, open minded person, quiet  who loves dancing, road trips, at least once a year I travel out of the USA, but working is my therapy. ","['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
13604323,2243405,f,within a few hours,100%,1,100,"I am a painter and professor at Pratt and the School of the Arts, 92nd ST Y. I have lived in the Clinton Hill/Fort Greene area for the past 30 years with my husband and sons.   We love living in New York and traveling abroad. My husband has been in the food and wine business for many years so our travels include dining, hiking and visiting art sites. One of my favorite places to visit is Japan.","['email', 'phone', 'reviews', 'kba']"
264323,305972,f,within an hour,100%,148,89,"I originate from Toronto, Canada and have travelled to Asia, Europe and the America'a. I love travelling and always have my next trip planned. I sometimes use Airbnb while I'm travelling and find it a great alternative to hotel's and always a better experience than any hostel. Since moving into Manhattan, I've become an Airbnb host. It has been a really great experience so far!I've lived in this neighbourhood for about 4 years so I know all the great places and the things to do. I like meeting people, and am very open-minded. I've already met a lot of great people and do expect you to be polite, clean and easygoing.I am currently doing my PhD at Columbia University in Atmospheric Science, I work at a joint Columbia - NASA research centre that focuses on climate studies and climate change.Want to know more? Just ask!","['email', 'phone', 'facebook', 'reviews', 'jumio', 'sent_id', 'work_email']"
14163352,85669769,f,within an hour,100%,17,93,"We a home owner in Brooklyn. We work in the field of theater and fitness. We travel from time to time. We both traveled for a living for more than 15 yrs, so we've grown accustom to the lifestyle of living out of a suitcase. Now that we don't travel as much, and Wife is at home most of the time. We've decided to try the host role of subletting. We do understand how difficult it can be  finding just the right place to stay or having the necessary amenities when traveling. We will do our best to accommodate each guest's individual needs. We would like to make you feel as comfortable as we are in our home. We do prefer females or couples as I said before my Wife is home most of the time and she would feel more comfortable in that sense. Thank you. ","['email', 'phone', 'reviews', 'jumio', 'government_id']"
16735857,36159029,f,within an hour,100%,14,100,"Hi,Nice to meet you!I`m Andrew. I like visiting places and meeting people. i'm looking forward to meeting you!","['email', 'phone', 'linkedin', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
997395,64687,f,within an hour,100%,11,100,"I am an artsy and outgoing person who lives life to the fullest. I love to travel and have been to 5 of the 7 continents, living on 2 of them! I love anything that involves movement so you may find me running or swimming any day of the week. I also love to dance and enjoy Afro-Brazilian, Cuban salsa, and Irish Step dance regularly. I am a conversational Spanish speaker and love learning new languages. As an Airbnb host or guest, I enjoy meeting new people and learning about the world around me!My fiance Tosi and I love hosting and sharing this amazing city with visitors. We're happy to offer suggestions and help however we can!","['email', 'phone', 'reviews']"
17829241,74179880,f,within a few hours,97%,4,95,"I cannot live without food. The beach is my favorite place to relax. I like a bit of everything. Love to try foods from all around the world which actually can be found in NYC!I can be the social or antisocial host you want me to be. Love to give people their own space whenever they want it. Friendly and peaceful as anyone can be.And oh and I am saving money to put out a music album ;)  Youtube: Si Ludi, (URL HIDDEN)Don't forget to subscribe :)Booking tip: I encourage you to book asap if the days in calendar are open or as soon as I reply to you. I don't know how the guest part system works. But I've had people who send inquiries to whom I've sent pre-approved responses. This doesn't mean anything until you actually book (make the payment). During this time I can still pre-approve other people and even other guests can go ahead of you and our previous conversations and book! They will actually get the booking. Sorry in advance for any inconveniences, but at least I am giving you heads up.Best,Silvia","['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
17448634,19631496,f,within an hour,100%,6,83,"We are easy going and family oriented. We don't drink or smoke. We enjoy cinema, baseball, and fitness. Ivo works in hospitality and has consulted for over 30 bars and restaurants in NYC. Rachel works in the arts, performing and producing upcoming projected in film and television.  ","['email', 'phone', 'reviews', 'jumio']"
